Unnamed: 0,HGNC,Ensembl_ID,pathway_id,pathway_name,KEGG_ID,Level_0,Level_1,Level_2,Level_3,Level_4
478,ARID4A,ENSG00000032219,R-HSA-9679191,Potential therapeutics for SARS,5926,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 5926 (ARID4A),,
479,ARID4B,ENSG00000054267,R-HSA-9679191,Potential therapeutics for SARS,51742,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 51742 (ARID4B),,
480,ARID5B,ENSG00000150347,R-HSA-3214842,HDMs demethylate histones,84159,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 84159 (ARID5B),,
481,ARIH1,ENSG00000166233,R-HSA-9833482,PKR-mediated signaling,25820,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 25820 (ARIH1),,
482,ARIH2,ENSG00000177479,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,10425,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 10425 (ARIH2),,
483,ARL4C,ENSG00000188042,R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,10123,0: 09183 Protein families: signaling and cellular processes,1: 04031 GTP-binding proteins [BR:hsa04031],2: 10123 (ARL4C),,
484,ARL4D,ENSG00000175906,,,379,0: 09183 Protein families: signaling and cellular processes,1: 04031 GTP-binding proteins [BR:hsa04031],2: 379 (ARL4D),,
485,ARL6IP1,ENSG00000170540,,,23204,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 23204 (ARL6IP1),,
486,ARL13B,ENSG00000169379,R-HSA-9613829,Chaperone Mediated Autophagy,200894,0: 09183 Protein families: signaling and cellular processes,1: 03037 Cilium and associated proteins [BR:hsa03037],2: 200894 (ARL13B),,
487,ARL15,ENSG00000185305,,,54622,0: 09183 Protein families: signaling and cellular processes,1: 04031 GTP-binding proteins [BR:hsa04031],2: 54622 (ARL15),,
488,ARMC3,ENSG00000165309,,,219681,0: 09183 Protein families: signaling and cellular processes,1: 03037 Cilium and associated proteins [BR:hsa03037],2: 219681 (ARMC3),,
489,ODAD2,ENSG00000169126,,,55130,0: 09183 Protein families: signaling and cellular processes,1: 03037 Cilium and associated proteins [BR:hsa03037],2: 55130 (ODAD2),,
490,ARMC5,ENSG00000140691,,,79798,,,,,
491,ARMC8,ENSG00000114098,R-HSA-6798695,Neutrophil degranulation,25852,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 25852 (ARMC8),,
492,ARMC10,ENSG00000170632,,,83787,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 83787 (ARMC10),,
493,ARMC12,ENSG00000157343,,,221481,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 221481 (ARMC12),,
494,ARMCX2,ENSG00000184867,,,9823,0: 09182 Protein families: genetic information processing,1: 03029 Mitochondrial biogenesis [BR:hsa03029],2: 9823 (ARMCX2),,
495,ARMCX4,ENSG00000196440,,,100131755,0: 09183 Protein families: signaling and cellular processes,1: 03037 Cilium and associated proteins [BR:hsa03037],2: 100131755 (ARMCX4),,
496,ARMH3,ENSG00000120029,,,79591,,,,,
497,ARNT,ENSG00000143437,R-HSA-211945,Phase I - Functionalization of compounds,375056,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 375056 (MIA3),,
498,ARNT2,ENSG00000172379,R-HSA-211945,Phase I - Functionalization of compounds,9915,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 9915 (ARNT2),,
499,ARPP21,ENSG00000172995,,,10777,,,,,
500,ARRB2,ENSG00000141480,R-HSA-9839389,TGFBR3 regulates TGF-beta signaling,409,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 409 (ARRB2),,
501,ARSD,ENSG00000006756,R-HSA-9840310,Glycosphingolipid catabolism,100885850,0: 09182 Protein families: genetic information processing,1: 03016 Transfer RNA biogenesis [BR:hsa03016],2: 100885850 (PTGES3L-AARSD1),,
502,ARSF,ENSG00000062096,R-HSA-9840310,Glycosphingolipid catabolism,416,,,,,
503,ARSG,ENSG00000141337,R-HSA-9840310,Glycosphingolipid catabolism,22901,,,,,
504,ARSH,ENSG00000205667,R-HSA-9840310,Glycosphingolipid catabolism,347527,,,,,
505,ARSJ,ENSG00000180801,R-HSA-9840310,Glycosphingolipid catabolism,79642,,,,,
506,ART1,ENSG00000129744,R-HSA-1462054,Alpha-defensins,619207,,,,,
507,ARVCF,ENSG00000099889,,,421,,,,,
508,AS3MT,ENSG00000214435,R-HSA-156581,Methylation,57412,,,,,
509,ASAP2,ENSG00000151693,,,8853,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 8853 (ASAP2),,
510,ASAP3,ENSG00000088280,,,55616,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 55616 (ASAP3),,
511,ASB2,ENSG00000100628,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,51676,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 51676 (ASB2),,
512,ASB4,ENSG00000005981,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,51666,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 51666 (ASB4),,
513,ASB5,ENSG00000164122,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,140458,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 140458 (ASB5),,
514,ASB9,ENSG00000102048,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,140462,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 140462 (ASB9),,
515,ASB17,ENSG00000154007,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,127247,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 127247 (ASB17),,
516,ASCC3,ENSG00000112249,R-HSA-112126,ALKBH3 mediated reversal of alkylation damage,23020,0: 09182 Protein families: genetic information processing,1: 03041 Spliceosome [BR:hsa03041],2: 23020 (SNRNP200),,
517,ASCL3,ENSG00000176009,,,56676,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 56676 (ASCL3),,
518,ASGR2,ENSG00000161944,R-HSA-446203,Asparagine N-linked glycosylation,433,0: 09183 Protein families: signaling and cellular processes,1: 04091 Lectins [BR:hsa04091],2: 433 (ASGR2),,
519,ASH1L,ENSG00000116539,R-HSA-3214841,PKMTs methylate histone lysines,55870,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 55870 (ASH1L),,
520,ASIC1,ENSG00000110881,R-HSA-2672351,Stimuli-sensing channels,41,0: 09183 Protein families: signaling and cellular processes,1: 04040 Ion channels [BR:hsa04040],2: 41 (ASIC1),,
521,ASIC2,ENSG00000108684,R-HSA-2672351,Stimuli-sensing channels,40,0: 09183 Protein families: signaling and cellular processes,1: 04040 Ion channels [BR:hsa04040],,,
522,ASIC5,ENSG00000256394,R-HSA-2672351,Stimuli-sensing channels,51802,0: 09183 Protein families: signaling and cellular processes,1: 04040 Ion channels [BR:hsa04040],2: 51802 (ASIC5),,
523,ASNS,ENSG00000070669,R-HSA-380994,ATF4 activates genes in response to endoplasmic reticulum  stress,440,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 440 (ASNS),,
524,ASPHD1,ENSG00000174939,,,253982,,,,,
525,ASPM,ENSG00000066279,,,259266,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 259266 (ASPM),,
526,ASPSCR1,ENSG00000169696,R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,79058,,,,,
527,ASTN1,ENSG00000152092,,,460,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 460 (ASTN1),,
528,ASTN2,ENSG00000148219,,,23245,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 23245 (ASTN2),,
529,ASXL1,ENSG00000171456,R-HSA-5689603,UCH proteinases,171023,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 171023 (ASXL1),,
530,ASXL2,ENSG00000143970,R-HSA-5689603,UCH proteinases,55252,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 55252 (ASXL2),,
531,ASXL3,ENSG00000141431,,,80816,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 80816 (ASXL3),,
532,ASZ1,ENSG00000154438,R-HSA-5601884,PIWI-interacting RNA (piRNA) biogenesis,136991,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 136991 (ASZ1),,
533,ATAD1,ENSG00000138138,R-HSA-9603798,Class I peroxisomal membrane protein import,84896,0: 09183 Protein families: signaling and cellular processes,1: 02000 Transporters [BR:hsa02000],2: 84896 (ATAD1),,
534,ATAD2,ENSG00000156802,R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,57459,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 57459 (GATAD2B),,
535,ATAD2B,ENSG00000119778,,,57459,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 57459 (GATAD2B),,
536,ATAD3A,ENSG00000197785,,,55210,0: 09182 Protein families: genetic information processing,1: 03029 Mitochondrial biogenesis [BR:hsa03029],2: 55210 (ATAD3A),,
537,ATAD3B,ENSG00000160072,R-HSA-6798695,Neutrophil degranulation,83858,0: 09182 Protein families: genetic information processing,1: 03029 Mitochondrial biogenesis [BR:hsa03029],2: 83858 (ATAD3B),,
538,ATAD5,ENSG00000176208,,,79915,0: 09182 Protein families: genetic information processing,1: 03032 DNA replication proteins [BR:hsa03032],2: 79915 (ATAD5),,
539,ATF1,ENSG00000123268,R-HSA-9031628,NGF-stimulated transcription,466,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 466 (ATF1),,
540,ATF5,ENSG00000169136,R-HSA-9841251,Mitochondrial unfolded protein response (UPRmt),22809,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 22809 (ATF5),,
541,ATF7,ENSG00000170653,,,114108587,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 114108587 (ATF7-NPFF),,
542,ATF7IP,ENSG00000171681,R-HSA-9843940,Regulation of endogenous retroelements by KRAB-ZFP proteins,80063,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 80063 (ATF7IP2),,
543,ATG2A,ENSG00000110046,,,23130,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 23130 (ATG2A),,
544,ATG2B,ENSG00000066739,,,55102,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 55102 (ATG2B),,
545,ATG7,ENSG00000197548,R-HSA-6802952,Signaling by BRAF and RAF1 fusions,10533,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 10533 (ATG7),,
546,ATG9B,ENSG00000181652,R-HSA-1632852,Macroautophagy,285973,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 285973 (ATG9B),,
547,ATG13,ENSG00000175224,R-HSA-1632852,Macroautophagy,9776,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 9776 (ATG13),,
548,ATG14,ENSG00000126775,R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",22863,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 22863 (ATG14),,
549,ATIC,ENSG00000138363,R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis,492307,,,,,
550,ATL2,ENSG00000119787,,,1515,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 1515 (CTSV),,
551,ATM,ENSG00000149311,R-HSA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,22,0: 09183 Protein families: signaling and cellular processes,1: 02000 Transporters [BR:hsa02000],2: 22 (ABCB7),,
552,ATMIN,ENSG00000166454,,,23300,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 23300 (ATMIN),,
553,ATN1,ENSG00000111676,R-HSA-8943724,Regulation of PTEN gene transcription,4146,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 4146 (MATN1),,
554,ATP1A1,ENSG00000163399,R-HSA-936837,Ion transport by P-type ATPases,476,0: 09183 Protein families: signaling and cellular processes,1: 04147 Exosome [BR:hsa04147],2: 476 (ATP1A1),,
555,ATP1A2,ENSG00000018625,R-HSA-936837,Ion transport by P-type ATPases,6579,0: 09183 Protein families: signaling and cellular processes,1: 02000 Transporters [BR:hsa02000],2: 6579 (SLCO1A2),,
556,ATP1A3,ENSG00000105409,R-HSA-936837,Ion transport by P-type ATPases,478,0: 09183 Protein families: signaling and cellular processes,1: 04147 Exosome [BR:hsa04147],2: 478 (ATP1A3),,
557,ATP1A4,ENSG00000132681,R-HSA-936837,Ion transport by P-type ATPases,480,0: 09183 Protein families: signaling and cellular processes,1: 04147 Exosome [BR:hsa04147],2: 480 (ATP1A4),,
558,ATP1B1,ENSG00000143153,R-HSA-936837,Ion transport by P-type ATPases,481,0: 09183 Protein families: signaling and cellular processes,1: 04090 CD molecules [BR:hsa04090],2: 481 (ATP1B1),,
559,ATP2A1,ENSG00000196296,R-HSA-936837,Ion transport by P-type ATPases,487,,,,,
560,ATP2A2,ENSG00000174437,R-HSA-936837,Ion transport by P-type ATPases,488,,,,,
561,ATP2A3,ENSG00000074370,R-HSA-936837,Ion transport by P-type ATPases,489,,,,,
562,ATP2B1,ENSG00000070961,R-HSA-936837,Ion transport by P-type ATPases,490,,,,,
563,ATP2B2,ENSG00000157087,R-HSA-418359,Reduction of cytosolic Ca++ levels,491,,,,,
564,ATP2B3,ENSG00000067842,R-HSA-936837,Ion transport by P-type ATPases,492,,,,,
565,ATP2B4,ENSG00000058668,R-HSA-936837,Ion transport by P-type ATPases,493,,,,,
566,ATP2C2,ENSG00000064270,R-HSA-936837,Ion transport by P-type ATPases,9914,,,,,
567,ATP4A,ENSG00000105675,R-HSA-936837,Ion transport by P-type ATPases,495,,,,,
568,ATP5MC3,ENSG00000154518,R-HSA-163210,Formation of ATP by chemiosmotic coupling,518,,,,,
569,ATP6V1A,ENSG00000114573,R-HSA-917977,Transferrin endocytosis and recycling,523,,,,,
570,ATP6V1B1,ENSG00000116039,R-HSA-917977,Transferrin endocytosis and recycling,525,0: 09183 Protein families: signaling and cellular processes,1: 04147 Exosome [BR:hsa04147],2: 525 (ATP6V1B1),,
571,ATP6V1B2,ENSG00000147416,R-HSA-917977,Transferrin endocytosis and recycling,526,0: 09183 Protein families: signaling and cellular processes,1: 04147 Exosome [BR:hsa04147],2: 526 (ATP6V1B2),,
572,ATP6V1C2,ENSG00000143882,R-HSA-917977,Transferrin endocytosis and recycling,245973,,,,,
573,ATP6V1G3,ENSG00000151418,R-HSA-917977,Transferrin endocytosis and recycling,127124,,,,,
574,ATP6V0A4,ENSG00000105929,R-HSA-1222556,ROS and RNS production in phagocytes,50617,0: 09183 Protein families: signaling and cellular processes,1: 04147 Exosome [BR:hsa04147],2: 50617 (ATP6V0A4),,
575,ATP6V0D2,ENSG00000147614,R-HSA-917977,Transferrin endocytosis and recycling,245972,,,,,
576,ATP7A,ENSG00000165240,R-HSA-936837,Ion transport by P-type ATPases,538,,,,,
577,ATP7B,ENSG00000123191,R-HSA-936837,Ion transport by P-type ATPases,540,,,,,
578,ATP8A1,ENSG00000124406,R-HSA-936837,Ion transport by P-type ATPases,10396,0: 09182 Protein families: genetic information processing,1: 03009 Ribosome biogenesis [BR:hsa03009],2: 10396 (ATP8A1),,
579,ATP8A2,ENSG00000132932,R-HSA-936837,Ion transport by P-type ATPases,51761,0: 09182 Protein families: genetic information processing,1: 03009 Ribosome biogenesis [BR:hsa03009],2: 51761 (ATP8A2),,
580,ATP8B3,ENSG00000130270,R-HSA-936837,Ion transport by P-type ATPases,148229,,,,,
581,ATP8B4,ENSG00000104043,R-HSA-936837,Ion transport by P-type ATPases,79895,,,,,
582,ATP9B,ENSG00000166377,R-HSA-936837,Ion transport by P-type ATPases,374868,,,,,
583,ATP10A,ENSG00000206190,R-HSA-936837,Ion transport by P-type ATPases,57194,,,,,
584,ATP10B,ENSG00000118322,R-HSA-936837,Ion transport by P-type ATPases,23120,,,,,
585,ATP11B,ENSG00000058063,R-HSA-936837,Ion transport by P-type ATPases,23200,,,,,
586,ATP11C,ENSG00000101974,R-HSA-936837,Ion transport by P-type ATPases,286410,,,,,
587,ATP12A,ENSG00000075673,R-HSA-936837,Ion transport by P-type ATPases,479,,,,,
588,ATP13A1,ENSG00000105726,R-HSA-936837,Ion transport by P-type ATPases,57130,0: 09183 Protein families: signaling and cellular processes,1: 02000 Transporters [BR:hsa02000],2: 57130 (ATP13A1),,
589,ATP13A2,ENSG00000159363,R-HSA-936837,Ion transport by P-type ATPases,23400,,,,,
590,ATP13A3,ENSG00000133657,,,79572,,,,,
591,ATP13A4,ENSG00000127249,R-HSA-936837,Ion transport by P-type ATPases,84239,,,,,
592,ATP13A5,ENSG00000187527,R-HSA-936837,Ion transport by P-type ATPases,344905,,,,,
593,ATR,ENSG00000175054,R-HSA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,219743,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 219743 (TYSND1),,
594,ATRIP,ENSG00000164053,R-HSA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,6768,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 6768 (ST14),,
595,ATRNL1,ENSG00000107518,,,26033,0: 09183 Protein families: signaling and cellular processes,1: 04091 Lectins [BR:hsa04091],2: 26033 (ATRNL1),,
596,ATRX,ENSG00000085224,R-HSA-9670613,Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations,546,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 546 (ATRX),,
597,ATXN1,ENSG00000124788,,,342371,,,,,
598,ATXN2,ENSG00000204842,,,11273,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 11273 (ATXN2L),,
599,ATXN3,ENSG00000066427,R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",92552,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 92552 (ATXN3L),,
600,ATXN7L2,ENSG00000162650,,,127002,0: 09182 Protein families: genetic information processing,1: 03021 Transcription machinery [BR:hsa03021],2: 127002 (ATXN7L2),,
601,ATXN7L3,ENSG00000087152,R-HSA-3214847,HATs acetylate histones,56970,0: 09182 Protein families: genetic information processing,1: 03021 Transcription machinery [BR:hsa03021],2: 56970 (ATXN7L3),,
602,AUP1,ENSG00000115307,,,550,,,,,
603,AUTS2,ENSG00000158321,R-HSA-8939243,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,26053,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 26053 (AUTS2),,
604,AVEN,ENSG00000169857,R-HSA-111458,Formation of apoptosome,619207,,,,,
605,AVPR2,ENSG00000126895,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,554,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 554 (AVPR2),,
606,AWAT1,ENSG00000204195,R-HSA-2142753,Arachidonate metabolism,158833,,,,,
607,AWAT2,ENSG00000147160,R-HSA-1482883,Acyl chain remodeling of DAG and TAG,158835,,,,,
608,AXDND1,ENSG00000162779,,,126859,,,,,
609,AXIN1,ENSG00000103126,R-HSA-8931987,RUNX1 regulates estrogen receptor mediated transcription,8312,0: 09181 Protein families: metabolism,1: 01009 Protein phosphatases and associated proteins [BR:hsa01009],2: 8312 (AXIN1),,
610,AXIN2,ENSG00000168646,R-HSA-4641265,Repression of WNT target genes,8313,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 8313 (AXIN2),,
611,AXL,ENSG00000167601,R-HSA-4420097,VEGFA-VEGFR2 Pathway,91464,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 91464 (ISX),,
612,AZI2,ENSG00000163512,,,64343,,,,,
613,B2M,ENSG00000166710,R-HSA-164940,Nef mediated downregulation of MHC class I complex cell surface expression,64216,0: 09182 Protein families: genetic information processing,1: 03029 Mitochondrial biogenesis [BR:hsa03029],2: 64216 (TFB2M),,
614,B3GALT4,ENSG00000235863,R-HSA-9840309,Glycosphingolipid biosynthesis,8705,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 8705 (B3GALT4),,
615,B3GALT6,ENSG00000176022,R-HSA-1971475,A tetrasaccharide linker sequence is required for GAG synthesis,126792,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 126792 (B3GALT6),,
616,B3GAT1,ENSG00000109956,R-HSA-1971475,A tetrasaccharide linker sequence is required for GAG synthesis,27087,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 27087 (B3GAT1),,
617,B4GALNT3,ENSG00000139044,,,283358,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 283358 (B4GALNT3),,
618,B4GALNT4,ENSG00000182272,,,338707,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 338707 (B4GALNT4),,
619,B4GALT4,ENSG00000121578,R-HSA-2022854,Keratan sulfate biosynthesis,8702,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 8702 (B4GALT4),,
620,BAAT,ENSG00000136881,R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,221927,0: 09182 Protein families: genetic information processing,1: 03400 DNA repair and recombination proteins [BR:hsa03400],2: 221927 (BRAT1),,
621,BABAM2,ENSG00000158019,R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,9577,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 9577 (BABAM2),,
622,BACE1,ENSG00000186318,R-HSA-977225,Amyloid fiber formation,100379571,,,,,
623,BACE2,ENSG00000182240,,,25825,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 25825 (BACE2),,
624,BACH2,ENSG00000112182,,,60468,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 60468 (BACH2),,
625,BAG1,ENSG00000107262,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,573,0: 09182 Protein families: genetic information processing,1: 03110 Chaperones and folding catalysts [BR:hsa03110],2: 573 (BAG1),,
626,BAG4,ENSG00000156735,R-HSA-5655302,Signaling by FGFR1 in disease,9530,0: 09182 Protein families: genetic information processing,1: 03110 Chaperones and folding catalysts [BR:hsa03110],2: 9530 (BAG4),,
627,BAHCC1,ENSG00000266074,,,57597,,,,,
628,BAIAP2L2,ENSG00000128298,R-HSA-9035034,RHOF GTPase cycle,80115,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 80115 (BAIAP2L2),,
629,BAIAP3,ENSG00000007516,,,8938,,,,,
630,BAP1,ENSG00000151276,R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,51271,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 51271 (UBAP1),,
631,BARD1,ENSG00000138376,R-HSA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,580,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 580 (BARD1),,
632,BARHL2,ENSG00000143032,,,343472,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 343472 (BARHL2),,
633,BAX,ENSG00000087088,R-HSA-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,7009,,,,,
634,BAZ1A,ENSG00000198604,,,11177,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 11177 (BAZ1A),,
635,BAZ1B,ENSG00000009954,R-HSA-5250924,B-WICH complex positively regulates rRNA expression,9031,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 9031 (BAZ1B),,
636,BAZ2A,ENSG00000076108,R-HSA-427413,NoRC negatively regulates rRNA expression,11176,0: 09182 Protein families: genetic information processing,1: 03021 Transcription machinery [BR:hsa03021],2: 11176 (BAZ2A),,
637,BAZ2B,ENSG00000123636,,,29994,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 29994 (BAZ2B),,
638,BBOF1,ENSG00000119636,,,80127,0: 09183 Protein families: signaling and cellular processes,1: 03037 Cilium and associated proteins [BR:hsa03037],2: 80127 (BBOF1),,
639,BBS5,ENSG00000163093,R-HSA-5620922,BBSome-mediated cargo-targeting to cilium,129880,0: 09183 Protein families: signaling and cellular processes,1: 03037 Cilium and associated proteins [BR:hsa03037],2: 129880 (BBS5),,
640,BBS9,ENSG00000122507,R-HSA-5620922,BBSome-mediated cargo-targeting to cilium,27241,0: 09183 Protein families: signaling and cellular processes,1: 03037 Cilium and associated proteins [BR:hsa03037],2: 27241 (BBS9),,
641,BBX,ENSG00000114439,,,56987,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 56987 (BBX),,
642,BCAM,ENSG00000187244,,,4978,0: 09183 Protein families: signaling and cellular processes,1: 04515 Cell adhesion molecules [BR:hsa04515],2: 4978 (OPCML),,
643,BCAN,ENSG00000132692,R-HSA-2022923,Dermatan sulfate biosynthesis,63827,0: 09183 Protein families: signaling and cellular processes,1: 00535 Proteoglycans [BR:hsa00535],2: 63827 (BCAN),,
644,BCAR1,ENSG00000050820,R-HSA-372708,p130Cas linkage to MAPK signaling for integrins,9564,,,,,
645,BCAR3,ENSG00000137936,,,8412,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 8412 (BCAR3),,
646,BCAS1,ENSG00000064787,,,8537,,,,,
647,BCAS3,ENSG00000141376,,,54828,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 54828 (BCAS3),,
648,BCCIP,ENSG00000107949,,,56647,0: 09182 Protein families: genetic information processing,1: 03009 Ribosome biogenesis [BR:hsa03009],2: 56647 (BCCIP),,
649,BCHE,ENSG00000114200,R-HSA-1483191,Synthesis of PC,590,,,,,
